Incident Subcategory,,Fraction missing values,dtype,num unique values,top,freq,mean,min,25%,50%,75%,max,std
Aggravated Assault,SP Term,0.9047029702970297,Decimal number,17,,,1730.9848484848485,0.0,730.0,1460.0,1825.0,8760.0,1729.181528546116
Aggravated Assault,CJ Term,0.5538366336633663,Decimal number,147,,,126.95120736868311,0.0,17.0,73.0,182.5,2159.5833333333335,156.38041827091683
Aggravated Assault,Supervision Term,0.0,text,10,                ,966,,,,,,,
Aggravated Assault,Program Term,0.9300742574257426,Decimal number,15,,,313.92477876106193,0.0,182.5,365.0,365.0,1095.0,204.85105045518918
Aggravated Assault,Forfeiture,0.0,text,1,                ,1616,,,,,,,
Aggravated Assault,Outcome Description,0.0,text,7,Guilty Plea        ,889,,,,,,,
Arson,index,0.0,Whole Number,238,,,17039.789915966387,103.0,8659.75,18997.0,25875.0,30700.0,9761.616500267492
Arson,Incident Datetime,0.0,text,182,2019/10/01 01:12:00 PM,4,,,,,,,
Arson,Incident Date,0.0,text,167,2018/05/25,5,,,,,,,
Arson,Incident Time,0.0,text,166,13:00,5,,,,,,,
Arson,Incident Year,0.0,Whole Number,4,,,2019.0042016806722,2018.0,2018.0,2019.0,2020.0,2021.0,0.9480065656970728
Arson,Incident Day of Week,0.0,text,7,Tuesday,45,,,,,,,
Arson,Report Datetime,0.0,text,187,2019/08/02 09:45:00 PM,4,,,,,,,
Arson,Row ID,0.0,Whole Number,192,,,80839428972.36134,61963926030.0,69498226030.0,79859826030.0,92431901030.0,102885126036.0,12248441907.529583
Arson,Incident ID,0.0,Whole Number,189,,,808394.0294117647,619639.0,694982.0,798598.0,924318.75,1028851.0,122484.41907171982
Arson,Incident Number,0.0,text,149,190019840,6,,,,,,,
Arson,CAD Number,0.008403361344537815,Decimal number,171,,,191766218.97033897,180030728.0,182181729.25,191391752.0,201253746.25,211300191.0,9514107.8670583
Arson,Report Type Code,0.0,text,2,II,185,,,,,,,
Arson,Report Type Description,0.0,text,2,Initial,185,,,,,,,
Arson,Incident Code,0.0,Whole Number,8,,,26031.18487394958,26029.0,26030.0,26030.0,26032.0,26038.0,2.445926214613881
Arson,Incident Category,0.0,text,1,Arson,238,,,,,,,
Arson,Incident Subcategory,0.0,text,1,Arson,238,,,,,,,
Arson,Incident Description,0.0,text,8,Arson,128,,,,,,,
Arson,Resolution,0.0,text,2,Cite or Arrest Adult,199,,,,,,,
Arson,Intersection,0.0,text,150,TURK ST \ JONES ST,6,,,,,,,
Arson,CNN,0.0,Decimal number,150,,,24900323.529411763,20092000.0,24120750.0,24648000.0,25348500.0,35047000.0,2600749.3630331717
Arson,Police District,0.0,text,10,Tenderloin,43,,,,,,,
Arson,Analysis Neighborhood,0.0,text,31,South of Market,38,,,,,,,
Arson,Supervisor District,0.0,Decimal number,11,,,5.96218487394958,1.0,3.0,6.0,9.0,11.0,2.6085381261447624
Arson,Latitude,0.0,Decimal number,150,,,37.77338278386291,37.71065338129637,37.762908520055994,37.78107768298222,37.787040107707185,37.82386062294955,0.021246847760041085
Arson,Longitude,0.0,Decimal number,150,,,-122.41632536542437,-122.5103413202934,-122.42153891827482,-122.41269070779617,-122.40639887891692,-122.37446787226924,0.019717159959339932
Arson,Neighborhoods,0.025210084033613446,Decimal number,52,,,54.2801724137931,5.0,31.75,53.0,85.25,112.0,31.90073814729746
Arson,ESNCAG - Boundary File,0.9915966386554622,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Arson,Central Market/Tenderloin Boundary Polygon - Updated,0.7815126050420168,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Arson,Civic Center Harm Reduction Project Boundary,0.7899159663865546,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Arson,HSOC Zones as of 2018-06-05,0.6512605042016807,Decimal number,5,,,2.0,1.0,1.0,1.0,3.0,5.0,1.1686974195815552
Arson,Current Supervisor Districts,0.0,Decimal number,11,,,6.680672268907563,1.0,3.0,8.0,10.0,11.0,3.4712387241912346
Arson,Current Police Districts,0.0,Decimal number,10,,,4.176470588235294,1.0,2.0,4.0,6.0,10.0,2.360530080008507
Arson,ID,0.0,Whole Number,186,,,60137.26050420168,47757.0,54059.0,61593.5,66127.25,70573.0,7067.296195144951
Arson,Court Number,0.0,Whole Number,153,,,19012844.021008402,18000149.0,18012201.0,19007156.5,20005349.0,21004652.0,946712.9135306365
Arson,Arrest Date_x,0.0,text,176,2018/11/20,6,,,,,,,
Arson,Filed Case Type,0.0,text,3,Felony,199,,,,,,,
Arson,List of Filed Charges,0.0,text,91,",451(D),453(A),594(B)1,",28,,,,,,,
Arson,Crime Type,0.0,text,6,ARS,225,,,,,,,
Arson,Crime Description,0.0,text,6,Arson,225,,,,,,,
Arson,Type,0.0,text,2,New Filing,200,,,,,,,
Arson,Filing.Date,0.0,Date + time,138,,,2019-07-05 09:58:59.495798272,2018-01-08 00:00:00,2018-08-14 06:00:00,2019-06-07 00:00:00,2020-05-13 18:00:00,2021-05-12 00:00:00,
Arson,Status,0.0,text,2,CLO,232,,,,,,,
Arson,Attempt,0.0,Decimal number,2,,,0.037815126050420166,0.0,0.0,0.0,0.0,1.0,0.19115089876678878
Arson,Filed.Charge.List,0.0,text,109,"451D/F/0, 453A/F/0",14,,,,,,,
Arson,Case.Dispo,0.0,Whole Number,15,,,178.99579831932772,45.0,158.0,190.0,190.0,999.0,139.99323364899982
Arson,Case.Dispo.Date,0.025210084033613446,Date + time,129,,,2019-12-24 21:37:14.482758656,2018-01-22 00:00:00,2019-01-12 18:00:00,2019-11-20 00:00:00,2020-12-03 00:00:00,2021-11-03 00:00:00,
Arson,Dispo.Description,0.025210084033613446,text,13,County Jail w/ Probation Condition,142,,,,,,,
Arson,Arrest Date_y,0.0,text,145,2019-02-01 00:00:00,6,,,,,,,
Arson,Filing Date,0.0,Date + time,135,,,2019-07-06 07:15:37.815126016,2018-01-08 00:00:00,2018-08-14 06:00:00,2019-06-07 00:00:00,2020-05-13 18:00:00,2021-05-12 00:00:00,
Arson,Dispo Code,0.0,text,14,190.0,142.0,,,,,,,
Arson,Dispo Description,0.0,text,14,County Jail W/ Probation Condi,142,,,,,,,
Arson,Dispo Date,0.0,Date + time,132,,,2019-12-25 02:07:03.529411840,2018-01-22 00:00:00,2019-01-24 00:00:00,2019-11-19 00:00:00,2020-12-03 00:00:00,2021-11-03 00:00:00,
Arson,Case Stage,0.0,text,8,                    ,129,,,,,,,
Arson,Custody Status,0.0,text,3,              ,130,,,,,,,
Arson,Outcome,0.0,text,4,                    ,129,,,,,,,
Arson,Outcome Sub-Type,0.0,text,5,                    ,130,,,,,,,
Arson,Outcome Sub-Type Description,0.0,text,5,                            ,130,,,,,,,
Arson,Dispo Case Type,0.0,text,2,Felony         ,126,,,,,,,
Arson,Sentence Type,0.0,text,6,                              ,144,,,,,,,
Arson,SP Term,0.9663865546218487,Decimal number,3,,,1368.75,486.6666666666667,1338.3333333333333,1338.3333333333333,1703.3333333333333,1703.3333333333333,399.57293670371587
Arson,CJ Term,0.6470588235294118,Decimal number,40,,,71.48214285714286,1.0,21.5,45.0,84.75,365.0,81.56095534210407
Arson,Supervision Term,0.0,text,5,                ,208,,,,,,,
Arson,Program Term,0.9831932773109243,Decimal number,2,,,137.0,0.5,137.0,182.5,182.5,182.5,91.0
Arson,Forfeiture,0.0,text,1,                ,238,,,,,,,
Arson,Outcome Description,0.0,text,4,                   ,129,,,,,,,
Bad Checks,index,0.0,Whole Number,1,,,5347.0,5347.0,5347.0,5347.0,5347.0,5347.0,
Bad Checks,Incident Datetime,0.0,text,1,2018/04/27 04:55:00 PM,1,,,,,,,
Bad Checks,Incident Date,0.0,text,1,2018/04/27,1,,,,,,,
Bad Checks,Incident Time,0.0,text,1,16:55,1,,,,,,,
Bad Checks,Incident Year,0.0,Whole Number,1,,,2018.0,2018.0,2018.0,2018.0,2018.0,2018.0,
Bad Checks,Incident Day of Week,0.0,text,1,Friday,1,,,,,,,
Bad Checks,Report Datetime,0.0,text,1,2018/04/27 05:30:00 PM,1,,,,,,,
Bad Checks,Row ID,0.0,Whole Number,1,,,66190109035.0,66190109035.0,66190109035.0,66190109035.0,66190109035.0,66190109035.0,
Bad Checks,Incident ID,0.0,Whole Number,1,,,661901.0,661901.0,661901.0,661901.0,661901.0,661901.0,
Bad Checks,Incident Number,0.0,text,1,180312660,1,,,,,,,
Bad Checks,CAD Number,0.0,Decimal number,1,,,181172790.0,181172790.0,181172790.0,181172790.0,181172790.0,181172790.0,
Bad Checks,Report Type Code,0.0,text,1,II,1,,,,,,,
Bad Checks,Report Type Description,0.0,text,1,Initial,1,,,,,,,
Bad Checks,Incident Code,0.0,Whole Number,1,,,9035.0,9035.0,9035.0,9035.0,9035.0,9035.0,
Bad Checks,Incident Category,0.0,text,1,Fraud,1,,,,,,,
Bad Checks,Incident Subcategory,0.0,text,1,Bad Checks,1,,,,,,,
Bad Checks,Incident Description,0.0,text,1,"Checks, Theft/Non-sufficient Funds, Felony",1,,,,,,,
Bad Checks,Resolution,0.0,text,1,Cite or Arrest Adult,1,,,,,,,
Bad Checks,Intersection,0.0,text,1,MARKET ST \ 16TH ST \ NOE ST,1,,,,,,,
Bad Checks,CNN,0.0,Decimal number,1,,,25804000.0,25804000.0,25804000.0,25804000.0,25804000.0,25804000.0,
Bad Checks,Police District,0.0,text,1,Mission,1,,,,,,,
Bad Checks,Analysis Neighborhood,0.0,text,1,Castro/Upper Market,1,,,,,,,
Bad Checks,Supervisor District,0.0,Decimal number,1,,,8.0,8.0,8.0,8.0,8.0,8.0,
Bad Checks,Latitude,0.0,Decimal number,1,,,37.76419571221531,37.76419571221531,37.76419571221531,37.76419571221531,37.76419571221531,37.76419571221531,
Bad Checks,Longitude,0.0,Decimal number,1,,,-122.4330744722702,-122.4330744722702,-122.4330744722702,-122.4330744722702,-122.4330744722702,-122.4330744722702,
Bad Checks,Neighborhoods,0.0,Decimal number,1,,,28.0,28.0,28.0,28.0,28.0,28.0,
Bad Checks,ESNCAG - Boundary File,1.0,Decimal number,0,,,,,,,,,
Bad Checks,Central Market/Tenderloin Boundary Polygon - Updated,1.0,Decimal number,0,,,,,,,,,
Bad Checks,Civic Center Harm Reduction Project Boundary,1.0,Decimal number,0,,,,,,,,,
Bad Checks,HSOC Zones as of 2018-06-05,0.0,Decimal number,1,,,5.0,5.0,5.0,5.0,5.0,5.0,
Bad Checks,Current Supervisor Districts,0.0,Decimal number,1,,,5.0,5.0,5.0,5.0,5.0,5.0,
Bad Checks,Current Police Districts,0.0,Decimal number,1,,,3.0,3.0,3.0,3.0,3.0,3.0,
Bad Checks,ID,0.0,Whole Number,1,,,50168.0,50168.0,50168.0,50168.0,50168.0,50168.0,
Bad Checks,Court Number,0.0,Whole Number,1,,,18006595.0,18006595.0,18006595.0,18006595.0,18006595.0,18006595.0,
Bad Checks,Arrest Date_x,0.0,text,1,2018/04/27,1,,,,,,,
Bad Checks,Filed Case Type,0.0,text,1,Felony,1,,,,,,,
Bad Checks,List of Filed Charges,0.0,text,1,",12022.1(b),459,470B,470b,475(C),475(c),476,487(a),664/487A,",1,,,,,,,
Bad Checks,Crime Type,0.0,text,1,FRD,1,,,,,,,
Bad Checks,Crime Description,0.0,text,1,Fraud-Other,1,,,,,,,
Bad Checks,Type,0.0,text,1,New Filing,1,,,,,,,
Bad Checks,Filing.Date,0.0,Date + time,1,,,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,
Bad Checks,Status,0.0,text,1,CLO,1,,,,,,,
Bad Checks,Attempt,0.0,Decimal number,1,,,0.0,0.0,0.0,0.0,0.0,0.0,
Bad Checks,Filed.Charge.List,0.0,text,1,"487A/F/0, 476/F/0, 475C/F/0, 470B/F/0, 475C/F/0, 459/F/2",1,,,,,,,
Bad Checks,Case.Dispo,0.0,Whole Number,1,,,190.0,190.0,190.0,190.0,190.0,190.0,
Bad Checks,Case.Dispo.Date,0.0,Date + time,1,,,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,
Bad Checks,Dispo.Description,0.0,text,1,County Jail w/ Probation Condition,1,,,,,,,
Bad Checks,Arrest Date_y,0.0,text,1,2018-04-27 00:00:00,1,,,,,,,
Bad Checks,Filing Date,0.0,Date + time,1,,,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,2018-05-01 00:00:00,
Bad Checks,Dispo Code,0.0,text,1,190.0,1.0,,,,,,,
Bad Checks,Dispo Description,0.0,text,1,County Jail W/ Probation Condi,1,,,,,,,
Bad Checks,Dispo Date,0.0,Date + time,1,,,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,2020-01-22 00:00:00,
Bad Checks,Case Stage,0.0,text,1,Pre-hearing Conferen,1,,,,,,,
Bad Checks,Custody Status,0.0,text,1,O             ,1,,,,,,,
Bad Checks,Outcome,0.0,text,1,GP                  ,1,,,,,,,
Bad Checks,Outcome Sub-Type,0.0,text,1,NEG                 ,1,,,,,,,
Bad Checks,Outcome Sub-Type Description,0.0,text,1,Negotiated                  ,1,,,,,,,
Bad Checks,Dispo Case Type,0.0,text,1,Felony         ,1,,,,,,,
Bad Checks,Sentence Type,0.0,text,1,ISS Formal Probation/County Ja,1,,,,,,,
Bad Checks,SP Term,1.0,Decimal number,0,,,,,,,,,
Bad Checks,CJ Term,0.0,Decimal number,1,,,288.0,288.0,288.0,288.0,288.0,288.0,
Bad Checks,Supervision Term,0.0,text,1,4.0,1.0,,,,,,,
Bad Checks,Program Term,1.0,Decimal number,0,,,,,,,,,
Bad Checks,Forfeiture,0.0,text,1,                ,1,,,,,,,
Bad Checks,Outcome Description,0.0,text,1,Guilty Plea        ,1,,,,,,,
Burglary - Commercial,index,0.0,Whole Number,521,,,15961.579654510557,59.0,9020.0,14414.0,23986.0,30699.0,9098.99794323786
Burglary - Commercial,Incident Datetime,0.0,text,321,2020/11/01 05:13:00 PM,12,,,,,,,
Burglary - Commercial,Incident Date,0.0,text,271,2020/11/01,15,,,,,,,
Burglary - Commercial,Incident Time,0.0,text,243,17:13,12,,,,,,,
Burglary - Commercial,Incident Year,0.0,Whole Number,4,,,2018.8618042226487,2018.0,2018.0,2019.0,2020.0,2021.0,0.8771127285136138
Burglary - Commercial,Incident Day of Week,0.0,text,7,Wednesday,100,,,,,,,
Burglary - Commercial,Report Datetime,0.0,text,332,2019/04/23 03:49:00 AM,10,,,,,,,
Burglary - Commercial,Row ID,0.0,Whole Number,351,,,79827828856.80998,61974505053.0,70679105051.0,77600305051.0,91425405053.0,105879805053.0,11337743594.84208
Burglary - Commercial,Incident ID,0.0,Whole Number,347,,,798278.2380038388,619745.0,706791.0,776003.0,914254.0,1058798.0,113377.43595590595
Burglary - Commercial,Incident Number,0.0,text,260,200674774,15,,,,,,,
Burglary - Commercial,CAD Number,0.12859884836852206,Decimal number,276,,,189442831.0264317,173030518.0,182132212.0,190062060.5,193626126.75,211160232.0,8416277.03449669
Burglary - Commercial,Report Type Code,0.0,text,3,II,283,,,,,,,
Burglary - Commercial,Report Type Description,0.0,text,3,Initial,283,,,,,,,
Burglary - Commercial,Incident Code,0.0,Whole Number,7,,,5056.426103646833,5051.0,5051.0,5053.0,5053.0,5251.0,24.965414730659937
Burglary - Commercial,Incident Category,0.0,text,1,Burglary,521,,,,,,,
Burglary - Commercial,Incident Subcategory,0.0,text,1,Burglary - Commercial,521,,,,,,,
Burglary - Commercial,Incident Description,0.0,text,7,"Burglary, Store, Unlawful Entry",281,,,,,,,
Burglary - Commercial,Resolution,0.0,text,2,Cite or Arrest Adult,438,,,,,,,
Burglary - Commercial,Intersection,0.0,text,179,POWELL ST \ OFARRELL ST,28,,,,,,,
Burglary - Commercial,CNN,0.0,Decimal number,179,,,25049756.23800384,20116000.0,23990000.0,24894000.0,25315000.0,35034000.0,2789221.334007254
Burglary - Commercial,Police District,0.0,text,10,Central,174,,,,,,,
Burglary - Commercial,Analysis Neighborhood,0.0,text,32,Financial District/South Beach,132,,,,,,,
Burglary - Commercial,Supervisor District,0.0,Decimal number,11,,,5.295585412667946,1.0,3.0,5.0,6.0,11.0,2.7646393026831992
Burglary - Commercial,Latitude,0.0,Decimal number,179,,,37.77400407480119,37.71191455546749,37.76881993660798,37.78289412114938,37.78776549469647,37.817823897791946,0.022016108349567198
Burglary - Commercial,Longitude,0.0,Decimal number,179,,,-122.4139232838285,-122.47603947349434,-122.41964545936246,-122.40822672700406,-122.40513139342886,-122.36842998139872,0.017226048001985943
Burglary - Commercial,Neighborhoods,0.04798464491362764,Decimal number,52,,,46.90120967741935,5.0,19.0,32.0,85.0,110.0,33.52743966745651
Burglary - Commercial,ESNCAG - Boundary File,0.9980806142034548,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,
Burglary - Commercial,Central Market/Tenderloin Boundary Polygon - Updated,0.7869481765834933,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Burglary - Commercial,Civic Center Harm Reduction Project Boundary,0.8483685220729367,Decimal number,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Burglary - Commercial,HSOC Zones as of 2018-06-05,0.8214971209213052,Decimal number,4,,,1.956989247311828,1.0,1.0,1.0,3.0,5.0,1.398088590327831
Burglary - Commercial,Current Supervisor Districts,0.0,Decimal number,11,,,6.023032629558541,1.0,3.0,5.0,10.0,11.0,3.3899522371395014
Burglary - Commercial,Current Police Districts,0.0,Decimal number,10,,,4.775431861804223,1.0,3.0,5.0,6.0,10.0,2.347144553179743
Burglary - Commercial,ID,0.0,Whole Number,375,,,59727.341650671784,47165.0,54288.0,60127.0,65764.0,70486.0,6331.80844035557
Burglary - Commercial,Court Number,0.0,Whole Number,305,,,18821878.21497121,2508024.0,18013492.0,19004000.0,20004030.0,21004314.0,1527032.3391055707
Burglary - Commercial,Arrest Date_x,0.0,text,278,2020/06/10,14,,,,,,,
Burglary - Commercial,Filed Case Type,0.0,text,3,Felony,403,,,,,,,
Burglary - Commercial,List of Filed Charges,0.0,text,206,",459,",33,,,,,,,
Burglary - Commercial,Crime Type,0.0,text,15,BURC,317,,,,,,,
Burglary - Commercial,Crime Description,0.0,text,16,Burglary-Commerci,317,,,,,,,
Burglary - Commercial,Type,0.0,text,2,New Filing,430,,,,,,,
Burglary - Commercial,Filing.Date,0.0,Date + time,233,,,2019-05-26 21:16:55.738963456,2018-01-05 00:00:00,2018-09-12 00:00:00,2019-03-25 00:00:00,2020-03-20 00:00:00,2021-05-04 00:00:00,
Burglary - Commercial,Status,0.0,text,2,CLO,518,,,,,,,
Burglary - Commercial,Attempt,0.0,Decimal number,2,,,0.028790786948176585,0.0,0.0,0.0,0.0,1.0,0.16737876321832143
Burglary - Commercial,Filed.Charge.List,0.0,text,237,459/F/2,33,,,,,,,
Burglary - Commercial,Case.Dispo,0.0,Whole Number,18,,,160.489443378119,44.0,72.0,190.0,190.0,888.0,77.36785498188036
Burglary - Commercial,Case.Dispo.Date,0.005758157389635317,Date + time,224,,,2019-11-15 19:19:13.667953664,2018-02-07 00:00:00,2019-02-08 00:00:00,2019-09-07 00:00:00,2020-08-18 00:00:00,2021-11-16 00:00:00,
Burglary - Commercial,Dispo.Description,0.005758157389635317,text,17,County Jail w/ Probation Condition,268,,,,,,,
Burglary - Commercial,Arrest Date_y,0.0,text,234,2018-05-16 00:00:00,12,,,,,,,
Burglary - Commercial,Filing Date,0.0,Date + time,233,,,2019-05-26 21:16:55.738963456,2018-01-05 00:00:00,2018-09-12 00:00:00,2019-03-25 00:00:00,2020-03-20 00:00:00,2021-05-04 00:00:00,
Burglary - Commercial,Dispo Code,0.0,text,16,190.0,269.0,,,,,,,
Burglary - Commercial,Dispo Description,0.0,text,16,County Jail W/ Probation Condi,269,,,,,,,
Burglary - Commercial,Dispo Date,0.0,Date + time,226,,,2019-11-20 03:10:42.610364928,2018-02-07 00:00:00,2019-02-08 00:00:00,2019-09-11 00:00:00,2020-08-18 00:00:00,2021-12-07 00:00:00,
Burglary - Commercial,Case Stage,0.0,text,14,                    ,158,,,,,,,
Burglary - Commercial,Custody Status,0.0,text,3,I             ,210,,,,,,,
Burglary - Commercial,Outcome,0.0,text,5,GP                  ,279,,,,,,,
Burglary - Commercial,Outcome Sub-Type,0.0,text,7,NEG                 ,252,,,,,,,
Burglary - Commercial,Outcome Sub-Type Description,0.0,text,7,Negotiated                  ,252,,,,,,,
Burglary - Commercial,Dispo Case Type,0.0,text,2,Felony         ,309,,,,,,,
